page_number,kanji,meaning,on_yomi,kun_yomi,on_yomi_words,kun_yomi_words,explanation,jlpt_level
1819,剖,쪼갤 부,ボウ,,"[{'kanji': '解剖', 'reading': 'かいぼう'}, {'kanji': '剖検', 'reading': 'ぼうけん'}]",[],"剖 = 咅 + 刂。 (소리부 겸 의미부)咅는 여기서는「部」(ブ)가 축약된 것으로, ""부분, 부서""라는 뜻입니다. (의미부)「刂」는 ""칼""을 뜻합니다. 剖는 ""칼로 쪼개서(刂) 여러 부분(部)으로 나누다"" -> ""쪼개다""라는 뜻의 글자입니다. (咅->部는 소리부(ブ -> ボウ)도 겸함)",N1
1820,譜,족보 보,フ,,"[{'kanji': '系', 'reading': 'けい'}, {'kanji': '譜', 'reading': 'ふ'}, {'kanji': '楽', 'reading': 'がく'}, {'kanji': '譜', 'reading': 'ふ'}]",[],"譜 = 言 + 普。 (의미부)「言」는 ""말하다""라는 뜻입니다. (소리부 겸 의미부)「普」(フ)는 ""넓다, 보편적인""이라는 뜻입니다. 譜는 ""넓고 광대한(普) 혈통 관계를 설명하는(言) 책"" -> ""족보"" -> ""악보, 기보""라는 뜻의 글자입니다. (普는 소리부도 겸함)",N1
1821,悠,멀 유,ユウ,,"[{'kanji': '悠', 'reading': 'ゆう'}, {'kanji': '久', 'reading': 'きゅう'}, {'kanji': '悠々', 'reading': 'ゆうゆう'}, {'kanji': '悠々', 'reading': 'ゆうゆう'}, {'kanji': '自', 'reading': 'じ'}, {'kanji': '適', 'reading': 'てき'}]",[],"悠 =攸 + 心。 攸는 여기서는「修」가 축약된 것으로, ""수행하다, 수양하다""라는 뜻입니다. 「心」는 ""마음""을 뜻합니다. 悠는 ""마음(心)의 수행(攸)에는 끝이 없다""-> ""멀다, 아득하다, 끝이 없다""라는 뜻의 글자입니다.",N1
1822,淑,맑을 숙,シュク,,"[{'kanji': '淑', 'reading': 'しゅく'}, {'kanji': '女', 'reading': 'じょ'}, {'kanji': '貞', 'reading': 'てい'}, {'kanji': '淑', 'reading': 'しゅく'}]",[],"淑 = 氵 + 尗 + 又。 「氵」는 ""물""을 뜻합니다. 「尗」는 ""식물의 줄기와 뿌리""를 그린 글자입니다. 「又」는 ""손""을 뜻합니다. 淑는 ""화초(尗)를 정성스레 가꾸는(又) 여자의 맑은(氵) 심성"" -> ""얌전하다, 착하다""라는 뜻의 글자입니다.",N1
1823,帆,돛 범,ハン,ほ,"[{'kanji': '帆船', 'reading': 'はんせん'}, {'kanji': '出', 'reading': 'しゅっ'}, {'kanji': '帆', 'reading': 'ぱん'}]","[{'kanji': '帆', 'reading': 'ほ'}, {'kanji': '柱', 'reading': 'ばしら'}]","帆 = 巾 + 凡。 (의미부)「巾」는 ""수건, 천""을 뜻합니다. (소리부)「凡」(ハン)은 여기서는 소리부의 역할만 하고 있습니다. 帆는 ""바람을 받아 배를 가게 하는 천(巾)"" -> ""돛""이라는 뜻의 글자입니다(凡은 소리부).",N1
1824,暁,새벽 효,ギョウ,あかつき,"[{'kanji': '暁', 'reading': 'ぎょう'}, {'kanji': '星', 'reading': 'せい'}, {'kanji': '今', 'reading': 'こん'}, {'kanji': '暁', 'reading': 'ぎょう'}]","[{'kanji': '暁', 'reading': 'あかつき'}]","暁 = 日 + 尭。 (의미부)「日」는 ""태양""을 뜻합니다. (소리부 겸 의미부)尭는 여기서는「焼」(ショウ)가 축약된 것으로, ""불사르다, 태우다""라는 뜻입니다. 暁는 ""하늘을 서서히 밝혀오는(焼)새벽녘의 태양(日)"" -> ""새벽녘""이라는 뜻의 글자입니다. (尭->焼는 소리부(ショウ -> ギョウ)도 겸함)",N1
1825,傑,뛰어날 걸,ケツ,,"[{'kanji': '傑作', 'reading': 'けっさく'}, {'kanji': '豪傑', 'reading': 'ごうけつ'}, {'kanji': '傑', 'reading': 'けっ'}, {'kanji': '出', 'reading': 'しゅつ'}]",[],"傑 = 亻 + 舛 + 木。 「亻」는 ""사람""을 뜻합니다. 「舛」는 ""두 발, 양발""을 뜻합니다. 「木」는 ""나무""를 뜻합니다. 傑는 ""나무(木) 위에 올라선(舛) 사람(亻)"" -> ""높이 올라서다"" -> ""뛰어난, 걸출한""이라는 뜻의 글자입니다.",N1
1826,笛,피리 적,テキ,ふえ,"[{'kanji': '警笛', 'reading': 'けいてき'}, {'kanji': '汽', 'reading': 'き'}, {'kanji': '笛', 'reading': 'てき'}]","[{'kanji': '口笛', 'reading': 'くちぶえ'}, {'kanji': '草笛', 'reading': 'くさぶえ'}]","笛 = 𥫗 + 由。 「𥫗」는 ""대나무""를 뜻합니다. 「由」는 ""유래, 연유""를 뜻합니다. 笛는 ""대나무 피리(𥫗)에서 흘러나오는(由) 소리"" -> ""피리""라는 뜻의 글자입니다.",N1
1827,奴,종 노,ド,,"[{'kanji': '奴', 'reading': 'ど'}, {'kanji': '隷', 'reading': 'れい'}, {'kanji': '農', 'reading': 'のう'}, {'kanji': '奴', 'reading': 'ど'}]",[],"奴 = 女 + 又。 「女」는 ""여자""를 뜻합니다. 「又」는 ""손""을 뜻합니다. 奴는 ""여자(女) 노예를 손에(又) 넣다"" -> ""종, 노예""라는 뜻의 글자입니다. 참고)奴는503.「努」의 소리부이기도 합니다.",N1
1828,錠,덩이 정,ジョウ,,"[{'kanji': '手', 'reading': 'て'}, {'kanji': '錠', 'reading': 'じょう'}, {'kanji': '施', 'reading': 'せ'}, {'kanji': '錠', 'reading': 'じょう'}, {'kanji': '錠', 'reading': 'じょう'}, {'kanji': '剤', 'reading': 'ざい'}]",[],"錠 = 金 + 定。 (의미부)「金」는 ""쇠, 금속""을 뜻합니다. (소리부 겸 의미부)「定」(ジョウ)는 ""정하다""라는 뜻입니다. 錠는 ""정해진(定) 열쇠로만 풀 수 있는 금속 자물쇠(金)"" -> ""자물쇠""라는 뜻의 글자입니다. (定는 소리부도 겸함)",N1
1829,拳,주먹 권,ケン,こぶし,"[{'kanji': '拳', 'reading': 'けん'}, {'kanji': '銃', 'reading': 'じゅう'}, {'kanji': '拳法', 'reading': 'けんぽう'}]","[{'kanji': '拳', 'reading': 'こぶし'}]","拳 = 龹 + 手。 (소리부 겸 의미부)龹는 여기서는「巻」(カン)이 축약된 것으로, ""돌돌 말다""라는 뜻입니다. (의미부)「手」는 ""손""을 뜻합니다. 拳는 ""손(手)을 말아쥐다(巻)"" -> ""주먹""이라는 뜻의 글자입니다. (龹->巻는 소리부(カン -> ケン)도 겸함)",N1
1830,遷,옮길 천,セン,,"[{'kanji': '遷', 'reading': 'せん'}, {'kanji': '都', 'reading': 'と'}, {'kanji': '変遷', 'reading': 'へんせん'}, {'kanji': '左', 'reading': 'さ'}, {'kanji': '遷', 'reading': 'せん'}]",[],"遷 = ⻌ + 覀 + 大 + 己。 「⻌」는 ""길""을 뜻합니다. 「覀」는 ""덮다""라는 뜻입니다. 「大」는 ""크다""라는 뜻입니다. 「己」는 ""나, 자신""을 뜻합니다. 遷는 ""커다란 이삿짐(大)을 머리에 짊어지고(覀) 길을 걷는(⻌) 사람(己)"" -> ""옮기다, 옮겨 가다""라는 뜻의 글자입니다.",N1
1831,拙,옹졸할 졸,セツ,"つたな, い","[{'kanji': '拙劣', 'reading': 'せつれつ'}, {'kanji': '稚', 'reading': 'ち'}, {'kanji': '拙', 'reading': 'せつ'}, {'kanji': '拙著', 'reading': 'せっちょ'}, {'kanji': '拙者', 'reading': 'せっしゃ'}]",[],"拙 = 扌 + 出。 (의미부)「扌」는 ""손""을 뜻합니다. (소리부 겸 의미부)「出」(シュツ)는 ""나가다, 내보내다""라는 뜻입니다. 拙는 ""작업이 서툴러 손(扌)이 자꾸 엇나가다(出)"" -> ""서툴다, 졸렬하다""라는 뜻의 글자입니다. (出는 소리부(シュツ -> セツ)도 겸함)",N1
1832,侍,모실 시,ジ,さむらい,"[{'kanji': '侍', 'reading': 'じ'}, {'kanji': '女', 'reading': 'じょ'}, {'kanji': '侍', 'reading': 'じ'}, {'kanji': '従', 'reading': 'じゅう'}]","[{'kanji': '侍', 'reading': 'さむらい'}]","侍 = 亻 + 寺。 (의미부)「亻」는 ""사람""을 뜻합니다. (소리부 겸 의미부)「寺」(ジ)는 ""절, 사찰""을 뜻합니다. 侍는 ""절(寺)에서 잡일을 하는 시동(亻)""-> ""모시다, 시중들다""라는 뜻의 글자입니다. (寺는 소리부도 겸함)",N1
1833,尺,자 척,シャク,,"[{'kanji': '縮尺', 'reading': 'しゅくしゃく'}, {'kanji': '尺', 'reading': 'しゃく'}, {'kanji': '度', 'reading': 'ど'}, {'kanji': '尺', 'reading': 'しゃっ'}, {'kanji': '貫法', 'reading': 'かんほう'}]",[],"尺는 본래 ""사람이 걷는 모습""을 두 다리를 강조하여 그린 글자입니다. ""보폭만큼의 길이(약 23~30cm)"" -> ""척(약 30cm), 길이, 척도""라는 의미입니다.",N1
1834,峠,고개 상,,とうげ,[],"[{'kanji': '峠', 'reading': 'とうげ'}, {'kanji': '峠', 'reading': 'とうげ'}, {'kanji': '道', 'reading': 'みち'}]","峠 = 山 + 上 + 下。 「山」는 ""산""을 뜻합니다. 「上」는 ""위""를 뜻합니다. 「下」는 ""아래""를 뜻합니다. 峠는 ""고개(山)를 오르고(上) 내려가다(下)"" -> ""고개""라는 뜻의 글자입니다.",N1
1835,篤,도타울 독,トク,,"[{'kanji': '篤実', 'reading': 'とくじつ'}, {'kanji': '危', 'reading': 'き'}, {'kanji': '篤', 'reading': 'とく'}]",[],"篤 =𥫗+ 馬。 「𥫗」는 ""대나무""를 뜻합니다. 「馬」는 ""말""을 뜻합니다. 篤는 ""대나무(𥫗) 말(馬)"" -> ""죽마""라는 뜻입니다. ""죽마를 타고 조심조심 걷다"" -> ""진지한, 독실한, 착실한""이라는 의미입니다. 죽마(竹馬)",N1
1836,渇,목마를 갈,カツ,"かわ, く","[{'kanji': '渇望', 'reading': 'かつぼう'}, {'kanji': '枯', 'reading': 'こ'}, {'kanji': '渇', 'reading': 'かつ'}]",[],"渇 = 氵 + 曷。 (의미부)「氵」는 ""물""을 뜻합니다. (소리부 겸 의미부)「曷」(カツ)는 ""허리를 굽혀 구걸하는 모습""을 그린 글자입니다. 渇는 ""물(氵)이 마시고 싶어 굽신거리며 구걸하다(曷)"" -> ""목마른, 간절한""이라는 뜻의 글자입니다. (曷는 소리부도 겸함)",N1
1837,叔,아저씨 숙,シュク,,"[{'kanji': '叔', 'reading': 'しゅく'}, {'kanji': '父', 'reading': 'ふ'}]",[],"叔 =尗 + 又。 「尗」는 ""식물의 줄기와 뿌리""를 그린 글자입니다. 「又」는 ""손""을 뜻합니다. 叔는 본래 ""줄줄이 뽑혀 나오는(又)땅속의 감자(尗)""를 표현한 글자입니다. ""줄줄이 이어져 나오는 감자""를 ""여러 명의 형제""로 비유한 것입니다. ""여러 명의 형제들"" -> ""숙부, 아저씨""라는 의미입니다.",N1
1838,雌,암컷 자,シ,"めす, め","[{'kanji': '雌', 'reading': 'し'}, {'kanji': '雄', 'reading': 'ゆう'}, {'kanji': '雌', 'reading': 'し'}, {'kanji': '伏', 'reading': 'ふく'}]","[{'kanji': '雌', 'reading': 'め'}, {'kanji': '牛', 'reading': 'うし'}, {'kanji': '雌', 'reading': 'めす'}]","雌 = 止 +匕+ 隹。 (소리부)「止」(シ)는 여기서는 소리부의 역할만 하고 있습니다. (의미부)匕는 여기서는 단순히 장식으로 추가된 것입니다. (의미부)「隹」는 ""새""를 뜻합니다. 雌는 본래 ""암컷 새(隹)""라는 뜻으로 만들어진 글자입니다. ""암컷 새"" -> ""암컷"" -> ""약하다""라는 의미입니다(止는 소리부).",N1
1839,堪,견딜 감,カン,"える, た","[{'kanji': '堪忍', 'reading': 'かんにん'}, {'kanji': '堪能', 'reading': 'かんのう'}]",[],"堪 = 土 + 甚。 (의미부)「土」는 ""흙""을 뜻합니다. (소리부 겸 의미부)甚는 여기서는「勘」(カン)이 축약된 것으로, ""헤아리다, 가늠하다""라는 뜻입니다. 堪는 ""산속에 유배되어 흙(土)을 씹고 버티며 석방될 날을 헤아리다(勘)"" -> ""참다, 견디다""라는 뜻의 글자입니다. (甚->勘는 소리부도 겸함)",N1
1840,叙,펼/차례 서,ジョ,,"[{'kanji': '叙', 'reading': 'じょ'}, {'kanji': '述', 'reading': 'じゅつ'}, {'kanji': '叙', 'reading': 'じょ'}, {'kanji': '事詩', 'reading': 'じし'}]",[],"叙 = 余 + 又。 (소리부 겸 의미부)「余」(ヨ)는 본래 ""잎이 풍성한 나무""를 그린 글자입니다. (의미부)「又」는 ""손""을 뜻합니다. 叙는 ""손(又)으로 나뭇잎(余)을 하나하나 떼다"" -> ""차례대로"" -> ""서술하다""라는 뜻의 글자입니다. (余는 소리부(ヨ -> ジョ)도 겸함)",N1
1841,酢,신맛 초,サク,す,"[{'kanji': '酢酸', 'reading': 'さくさん'}]","[{'kanji': '酢', 'reading': 'す'}, {'kanji': '酢', 'reading': 'す'}, {'kanji': '豚', 'reading': 'ぶた'}]","酢 = 酉 + 乍。 (의미부)「酉」는 ""술""을 뜻합니다. (소리부)「乍」(サク)는 여기서는 소리부의 역할만 하고 있습니다. 酢는 ""술(酉)에 넣는 식초"" -> ""식초, 초산""이라는 뜻의 글자입니다(乍는 소리부).",N1
1842,吟,읊을 음,ギン,,"[{'kanji': '吟', 'reading': 'ぎん'}, {'kanji': '味', 'reading': 'み'}, {'kanji': '吟遊', 'reading': 'ぎんゆう'}, {'kanji': '詩', 'reading': 'し'}, {'kanji': '人', 'reading': 'じん'}]",[],"吟 = 口 + 今。 (의미부)「口」는 ""입""을 뜻합니다. (소리부 겸 의미부)「今」(キン)은 본래 ""말하고 있는 입""을 그린 글자입니다(링크 참조). 吟는 ""입(口)으로 읊조리다(今)"" -> ""읊다, 음미하다""라는 뜻의 글자입니다. (今는 소리부(キン -> ギン)도 겸함)",N1
1843,逓,갈마들 체,テイ,,"[{'kanji': '逓信', 'reading': 'ていしん'}, {'kanji': '逓送', 'reading': 'ていそう'}]",[],"逓 = ⻌ + 乕。 「⻌」는 ""길""을 뜻합니다. 乕는 ""말(二+巾)에 올라타는(厂) 사람""을 그린 모양자입니다. 逓는 ""역참에서 말을 갈아타며(乕) 먼 길을 달려(⻌) 소식을 전하다"" -> ""차례로, 번갈아서, 보내다""라는 뜻의 글자입니다.",N1
1844,甚,심할 심,ジン,"だ, はなは, だしい","[{'kanji': '甚大', 'reading': 'じんだい'}, {'kanji': '激甚', 'reading': 'げきじん'}]",[],"甚 = 甘 + 匹。 「甘」는 ""달다""라는 뜻입니다. 匹는 여기서는 ""혀를 내두르며 음식을 뱉어내는 모습""을 그린 모양자입니다. 甚는 ""음식이 너무 달아서(甘) 뱉어버리다(匹)"" -> ""심하다""라는 뜻의 글자입니다.",N1
1845,崇,높을 숭,スウ,,"[{'kanji': '崇拝', 'reading': 'すうはい'}, {'kanji': '崇高', 'reading': 'すうこう'}]",[],"崇 = 山 + 宗。 (의미부)「山」는 ""산""을 뜻합니다. (소리부 겸 의미부)「宗」(ソウ)는 ""종교""를 뜻합니다. 崇는 ""산신령(山)을 숭배하다(宗)"" -> ""숭고한, 숭배하다""라는 뜻의 글자입니다. (宗는 소리부(ソウ -> スウ)도 겸함)",N1
1846,漆,옻 칠,シツ,うるし,"[{'kanji': '漆黒', 'reading': 'しっこく'}, {'kanji': '漆', 'reading': 'しっ'}, {'kanji': '器', 'reading': 'き'}]","[{'kanji': '漆', 'reading': 'うるし'}]","漆 = 氵 + 木 +𠆢 +氺。 「氵」는 ""물""을 뜻합니다. 「木」는 ""나무""를 뜻합니다. 氺는「水」가 살짝 변형된 것으로, ""물""을 뜻합니다. 𠆢는 여기서는 ""(옻나무에서) 흘러나오는 진액""을 그린 모양자입니다. 漆는 ""옻나무(木)에서 흘러나오는(𠆢+氺) 진액(氵)"" -> ""옻, 칠""이라는 뜻의 글자입니다.",N1
1847,岬,곶 갑,,みさき,[],"[{'kanji': '岬', 'reading': 'みさき'}]","岬 = 山 + 甲。 (의미부)「山」는 ""산""을 뜻합니다. (소리부)「甲」(コウ)는 여기서는 소리부의 역할만 하고 있습니다. (岬에는 정식 음독이 없으나, 본래의 음독은 コウ입니다.) 山는 ""해안 쪽으로 뾰족하게 뻗은 돌산(山)"" -> ""곶, 갑""이라는 뜻의 글자입니다(甲는 소리부). (다만, 이 한자는 실제로는 거의 지명한자로만 쓰입니다.) 곶",N1
1848,癖,버릇 벽,ヘキ,くせ,"[{'kanji': '潔癖', 'reading': 'けっぺき'}, {'kanji': '悪癖', 'reading': 'あくへき'}]","[{'kanji': '癖', 'reading': 'くせ'}, {'kanji': '口癖', 'reading': 'くちぐせ'}]","癖 = 疒 + 辟。 (의미부)「疒」는 ""병, 질병""을 뜻합니다. (소리부 겸 의미부)「辟」(ヘキ)는 ""피하다, 숨다""라는 뜻입니다. 癖는 ""힘든 일을 피하려고만(辟) 하는 버릇(疒)"" -> ""버릇, 병""이라는 뜻의 글자입니다. (辟는 소리부도 겸함)",N1
1849,愉,즐거울 유,ユ,,"[{'kanji': '愉', 'reading': 'ゆ'}, {'kanji': '快', 'reading': 'かい'}, {'kanji': '愉', 'reading': 'ゆ'}, {'kanji': '悦', 'reading': 'えつ'}]",[],"愉 = 忄 + 俞。 (의미부)「忄」는 ""마음""을 뜻합니다. (소리부 겸 의미부)「俞」(ユ)는 ""보내다""라는 뜻입니다. 愉는 ""마음(忄)속의 슬픔을 훨훨 날려보내고(俞) 즐거워지다"" -> ""즐겁다, 기쁘다""라는 뜻의 글자입니다. (俞는 소리부도 겸함)",N1
1850,礁,암초 초,ショウ,,"[{'kanji': '岩', 'reading': 'がん'}, {'kanji': '礁', 'reading': 'しょう'}, {'kanji': '座', 'reading': 'ざ'}, {'kanji': '礁', 'reading': 'しょう'}, {'kanji': '礁', 'reading': 'しょう'}]",[],"礁 = 石 + 焦。 (의미부)「石」는 ""돌""을 뜻합니다. (소리부 겸 의미부)「焦」(ショウ)는 ""초조하다""라는 뜻입니다. 礁는 ""항해 중 암초(石)를 만나 초조해하다(焦)"" -> ""암초""라는 뜻의 글자입니다. (焦는 소리부도 겸함)",N1
1851,屯,진칠 둔,トン,,"[{'kanji': '駐', 'reading': 'ちゅう'}, {'kanji': '屯', 'reading': 'とん'}, {'kanji': '駐', 'reading': 'ちゅう'}, {'kanji': '屯', 'reading': 'とん'}, {'kanji': '地', 'reading': 'ち'}]",[],"屯는 ""땅에 깊게 뿌리내린 나무""를 그린 상형문자입니다. ""뿌리를 박다"" -> ""진치다""라는 의미입니다.",N1
1852,姻,혼인 인,イン,,"[{'kanji': '婚姻', 'reading': 'こんいん'}, {'kanji': '姻族', 'reading': 'いんぞく'}]",[],"姻 = 女 + 因。 (의미부)「女」는 ""여자""를 뜻합니다. (소리부 겸 의미부)「因」(イン)은 본래 ""침대에 누워있는 사람""을 그린 글자입니다(링크 참조). 姻은 ""결혼한 여자(女)가 신랑과 한 침대에서 동침하다(因)"" -> ""혼인""이라는 뜻의 글자입니다. (因는 소리부도 겸함)",N1
1853,擬,비길 의,ギ,,"[{'kanji': '模擬', 'reading': 'もぎ'}, {'kanji': '擬', 'reading': 'ぎ'}, {'kanji': '人', 'reading': 'じん'}, {'kanji': '化', 'reading': 'か'}, {'kanji': '擬', 'reading': 'ぎ'}, {'kanji': '態', 'reading': 'たい'}]",[],"擬 = 扌 + 疑。 (의미부)「扌」는 ""손""을 뜻합니다. (소리부 겸 의미부)「疑」(ギ)는 ""의심하다""라는 뜻입니다. 擬는 ""의심(疑)하지 못할 정도로 똑같이 만들다(扌)"" -> ""흉내내다, 본뜨다""라는 뜻의 글자입니다. (疑는 소리부도 겸함)",N1
1854,塀,담 병,ヘイ,,"[{'kanji': '土', 'reading': 'ど'}, {'kanji': '塀', 'reading': 'べい'}, {'kanji': '板塀', 'reading': 'いたべい'}]",[],"塀 = 土 + 尸 + 并。 (의미부)「土」는 ""흙""을 뜻합니다. (의미부)「尸」는 ""집, 지붕""을 뜻합니다. (소리부 겸 의미부)并는 여기서는「併」(ヘイ)가 축약된 것으로, ""나란히""라는 뜻입니다. 塀는 ""나란히(併) 늘어선 집들(尸) 사이의 흙담장(土)"" -> ""담, 담장""이라는 뜻의 글자입니다. (并->併는 소리부도 겸함)",N1
1855,唇,입술 순,シン,くちびる,"[{'kanji': '口唇', 'reading': 'こうしん'}, {'kanji': '読唇', 'reading': 'どくしん'}, {'kanji': '術', 'reading': 'じゅつ'}]","[{'kanji': '唇', 'reading': 'くちびる'}]","唇 = 辰 + 口。 (소리부)「辰」(シン)은 여기서는 소리부의 역할만 하고 있습니다. (의미부)「口」는 ""입""을 뜻합니다. 唇는 ""입(口)"" -> ""입술""이라는 뜻의 글자입니다(辰는 소리부).",N1
1856,睦,화목할 목,ボク,,"[{'kanji': '和', 'reading': 'わ'}, {'kanji': '睦', 'reading': 'ぼく'}, {'kanji': '親睦', 'reading': 'しんぼく'}]",[],"睦 = 目 + 坴。 「目」는 ""눈""을 뜻합니다. 「坴」는 ""흙더미""를 뜻합니다. 睦는 ""흙장난(坴)하는 아이들을 따뜻하게 바라보는(目) 부모"" -> ""화목한 가족"" -> ""화목하다""라는 뜻의 글자입니다.",N1
1857,閑,한가할 한,カン,,"[{'kanji': '閑', 'reading': 'かん'}, {'kanji': '寂', 'reading': 'じゃく'}, {'kanji': '閑散', 'reading': 'かんさん'}]",[],"閑 = 門 + 木。 「木」는 ""나무""를 뜻합니다. 「門」는 ""문""을 뜻합니다. 閑는 ""아무도 못 들어오도록 문(門)을 나무(木)로 막아놓고 한가롭게 쉬다"" -> ""한가로운, 조용한""이라는 뜻의 글자입니다.",N1
1858,幽,그윽할 유,ユウ,,"[{'kanji': '幽玄', 'reading': 'ゆうげん'}, {'kanji': '幽閉', 'reading': 'ゆうへい'}, {'kanji': '幽霊', 'reading': 'ゆうれい'}]",[],"幽 = 幺 + 幺 + 山。 幺는 여기서는 ""안개""를 그린 모양자입니다. 「山」는 ""산""을 뜻합니다. 幽는 ""깊은 산(山) 속에 자욱하게 낀 안개(幺幺)"" -> ""그윽한, 은은한, 아득한, 저승""이라는 뜻의 글자입니다.",N1
1859,曹,무리 조,ソウ,,"[{'kanji': '法曹', 'reading': 'ほうそう'}, {'kanji': '御曹', 'reading': 'おんぞう'}, {'kanji': '司', 'reading': 'し'}]",[],"曹 = 一 + 曲 + 曰。 「一」는 ""하나""를 뜻합니다. 「曲」는 ""곡, 음악'을 뜻합니다. 「曰」는 ""말하다""라는 뜻입니다. 曹는 ""모두 함께(一) 노래(曲)를 합창하다(曰)"" -> ""무리""라는 뜻의 글자입니다.",N1
1860,詠,읊을 영,エイ,"む, よ","[{'kanji': '詠嘆', 'reading': 'えいたん'}, {'kanji': '詠', 'reading': 'えい'}, {'kanji': '唱', 'reading': 'しょう'}]",[],"詠 = 言 + 永。 (의미부)「言」는 ""말하다""라는 뜻입니다. (소리부 겸 의미부)「永」(エイ)는 ""기나긴, 영원의""라는 뜻입니다. 詠는 ""시가를 길게(永) 읊조리다(言)"" -> ""노래하다, 읊조리다""라는 뜻의 글자입니다. (永는 소리부도 겸함)",N1
1861,卑,낮을 비,ヒ,"いや, しむ, しい, しめる","[{'kanji': '卑', 'reading': 'ひ'}, {'kanji': '屈', 'reading': 'くつ'}, {'kanji': '卑', 'reading': 'ひ'}, {'kanji': '怯', 'reading': 'きょう'}]",[],"卑는 ""부채를 든 손""을 그린 상형문자입니다. ""주인의 옆에서 부채를 부치는 시종"" -> ""비천하다, 낮다""라는 의미입니다.",N1
1862,侮,업신여길 모,ブ,"あなど, る","[{'kanji': '侮', 'reading': 'ぶ'}, {'kanji': '辱', 'reading': 'じょく'}, {'kanji': '侮', 'reading': 'ぶ'}, {'kanji': '蔑', 'reading': 'めつ'}]",[],"侮 = 亻 + 毎。 「亻」는 ""사람""을 뜻합니다. 「毎」는 본래 ""머리에 비녀를 꽂은 어머니""를 그린 글자입니다(링크 참조). 侮는 ""자기 어미(毎)를 업신여기는 사람(亻)"" -> ""업신여기다, 멸시하다""라는 뜻의 글자입니다.",N1
1863,鋳,불릴 주,チュウ,"る, い","[{'kanji': '鋳', 'reading': 'ちゅう'}, {'kanji': '造', 'reading': 'ぞう'}, {'kanji': '鋳', 'reading': 'ちゅう'}, {'kanji': '鉄', 'reading': 'てつ'}]","[{'kanji': '鋳', 'reading': 'い'}, {'kanji': '物', 'reading': 'もの'}, {'kanji': '鋳', 'reading': 'い'}, {'kanji': '型', 'reading': 'がた'}]","鋳 = 金 + 寿。 (의미부)「金」는 ""쇠, 금속""을 뜻합니다. (소리부 겸 의미부)「寿」(ジュ)는 ""장수하다""라는 뜻입니다. 鋳는 ""쇠(金)를 오랫동안(寿) 달궈서 녹이다"" -> ""주물하다, 주조하다""라는 뜻의 글자입니다. (寿는 소리부(ジュ -> チュウ)도 겸함)",N1
1864,抹,지울 말,マツ,,"[{'kanji': '抹', 'reading': 'まっ'}, {'kanji': '消', 'reading': 'しょう'}, {'kanji': '抹殺', 'reading': 'まっさつ'}, {'kanji': '一抹', 'reading': 'いちまつ'}, {'kanji': '抹茶', 'reading': 'まっちゃ'}]",[],"抹 = 扌 + 末。 (의미부)「扌」는 ""손""을 뜻합니다. (소리부 겸 의미부)「末」(マツ)는 ""끝, 끝부분""을 뜻합니다. 抹는, 라는 뜻의 글자입니다. (末는 소리부도 겸함)",N1
1865,尉,벼슬 위,イ,,"[{'kanji': '大', 'reading': 'たい'}, {'kanji': '尉', 'reading': 'い'}, {'kanji': '中', 'reading': 'ちゅう'}, {'kanji': '尉', 'reading': 'い'}, {'kanji': '少', 'reading': 'しょう'}, {'kanji': '尉', 'reading': 'い'}]",[],"尉 =尸+示+ 寸。 「尸」는 ""앉아있는 사람""을 뜻합니다. 「示」는 ""신, 종교, 고대의 비석""을 뜻합니다. 「寸」는 ""손""을 뜻합니다. 尉는 ""자리에 앉아(尸) 신(示)에게 기도(寸)를 올리다""라는 뜻입니다. ""전쟁의 승리를 기원하는 기도를 올리다"" -> ""벼슬, 계급(군대의 장교)""라는 의미입니다. 참고) 尉는1304.「慰」의 소리부(イ)이기도 합니다.",N1
1866,隷,종 예,レイ,,"[{'kanji': '奴', 'reading': 'ど'}, {'kanji': '隷', 'reading': 'れい'}, {'kanji': '隷属', 'reading': 'れいぞく'}]",[],"隷 = 士 + 示 + 隶。 「士」는 ""선비, 무사""를 뜻합니다. 「示」는 ""보여주다""라는 뜻입니다. 隶는 여기서는「逮」가 축약된 것으로, ""붙잡다""라는 뜻입니다. 隷는 ""무사(士)가 전쟁에서 붙잡은(隶) 노예를 보여주며(示) 자랑하다"" -> ""노예, 종, 예속""이라는 뜻의 글자입니다.",N1
1867,禍,재앙 화,カ,,"[{'kanji': '禍', 'reading': 'か'}, {'kanji': '福', 'reading': 'ふく'}, {'kanji': '禍', 'reading': 'か'}, {'kanji': '根', 'reading': 'こん'}, {'kanji': '災', 'reading': 'さい'}, {'kanji': '禍', 'reading': 'か'}]",[],"禍 = 礻 + 咼。 (의미부)「礻」는 ""신, 종교, 고대의 비석""을 뜻합니다. (소리부 겸 의미부)「咼」(カ)는 ""잘못되다, 어긋나다""라는 뜻입니다. 禍는 ""신(礻)이 죄지은 자(咼)에게 내리는 천벌"" -> ""재앙, 화""라는 뜻의 글자입니다. (咼는 소리부도 겸함)",N1
